adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001193125-24-016885	1694665	EVELO BIOSCIENCES, INC.	2834	US	MA	FOXBORO	02035	124 WASHINGTON STREET, SUITE 101		617-577-0300	US	MA	FOXBORO	02035	124 WASHINGTON STREET, SUITE 101		US	DE	465594527			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 17:27:00.0	0	0	d650325d8k_htm.xml	1					
0001193125-24-016887	834285	REPUBLIC FIRST BANCORP INC	6022	US	PA	PHILADELPHIA	19102	TWO LIBERTY PLACE	50 S. 16TH STREET SUITE 2400	215-735-4422	US	PA	PHILADELPHIA	19102	TWO LIBERTY PLACE	50 S. 16TH STREET SUITE 2400	US	PA	232486815	FIRST REPUBLIC BANCORP INC /DE/	19960617	2-ACC	0	1231	8-K	20240131			20240126	2024-01-26 17:28:00.0	0	0	d724893d8k_htm.xml	1					
0001206264-24-000038	1206264	TEMPUR SEALY INTERNATIONAL, INC.	2510	US	KY	LEXINGTON	40511	1000 TEMPUR WAY		800-878-8889	US	KY	LEXINGTON	40511	1000 TEMPUR WAY		US	DE	331022198	TEMPUR PEDIC INTERNATIONAL INC	20031202	1-LAF	0	1231	8-K	20240131			20240126	2024-01-25 17:34:00.0	0	0	tpx-20240126_htm.xml	1					
0001213900-24-006612	1844452	INTUITIVE MACHINES, INC.	3812	US	TX	HOUSTON	77059	13467 COLUMBIA SHUTTLE STREET		(281) 520-3703	US	TX	HOUSTON	77059	13467 COLUMBIA SHUTTLE STREET		US	DE	000000000	INFLECTION POINT ACQUISITION CORP.	20210204	4-NON	0	1231	S-1	20230930			20240126	2024-01-25 18:35:00.0	0	1	fs12024_intuitive_htm.xml	1					
0001213900-24-006624	1293613	KAYNE ANDERSON ENERGY INFRASTRUCTURE FUND, INC.		US	TX	HOUSTON	77002	811 MAIN STREET	14TH FLOOR	713-425-0242	US	TX	HOUSTON	77002	811 MAIN STREET	14TH FLOOR	US	MD	000000000	KAYNE ANDERSON MLP/MIDSTREAM INVESTMENT CO	20180820		0	1130	N-CSR	20231130			20240126	2024-01-25 19:13:00.0	0	0	ea167177_ncsr_htm.xml	1					
0001213900-24-006637	1173313	ABVC BIOPHARMA, INC.	2834	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		510-668-0881	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		US	NV	260014658	AMERICAN BRIVISION (HOLDING) CORP	20160111	4-NON	0	1231	8-K/A	20231130			20240126	2024-01-25 20:04:00.0	0	0	ea192147-8ka1_abvcbio_htm.xml	1					
0001213900-24-006663	1836875	NUVVE HOLDING CORP.	3612	US	CA	SAN DIEGO	92106	2468 HISTORIC DECATUR ROAD		619-456-5161	US	CA	SAN DIEGO	92106	2468 HISTORIC DECATUR ROAD				861617000	NB MERGER CORP.	20201216	4-NON	0	1231	S-1/A	20230930			20240126	2024-01-25 21:51:00.0	0	1	fs12024a1_nuvveholding_htm.xml	1					
0001213900-24-006673	1948455	ISPIRE TECHNOLOGY INC.	2111	US	CA	LOS ANGELES	90502	19700 MAGELLAN DRIVE		3107429975	US	CA	LOS ANGELES	90502	19700 MAGELLAN DRIVE				931869878	ISPIRE TECHNOLOGY INC,	20220927	4-NON	0	0630	8-K	20240131			20240126	2024-01-26 06:05:00.0	0	0	ea191896-8k_ispiretech_htm.xml	1					
0001213900-24-006677	1922858	ECD AUTOMOTIVE DESIGN, INC.	3711	US	MA	HINGHAM	02043	24 SHIPYARD DRIVE, SUITE 102		929-528-0767	US	MA	HINGHAM	02043	24 SHIPYARD DRIVE, SUITE 102		US	DE	000000000	EF HUTTON ACQUISITION CORP I	20220411	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 06:16:00.0	0	0	ea192241-8k_ecdauto_htm.xml	1					
0001213900-24-006713	1528356	GENIE ENERGY LTD.	4931	US	NJ	NEWARK	07012	520 BROAD STREET		973-438-3500	US	NJ	NEWARK	07012	520 BROAD STREET		US	DE	452069276	GENIE ENERGY. LTD.	20110822	2-ACC	0	1231	8-K	20240131			20240126	2024-01-26 08:51:00.0	0	0	ea192264-8k_genieenergy_htm.xml	1					
0001213900-24-006717	1676163	SS INNOVATIONS INTERNATIONAL, INC.	3841	US	FL	FORT LAUDERDALE	33316	1600 SE 15TH STREET	#512	(954) 478-1410	US	FL	FORT LAUDERDALE	33316	1600 SE 15TH STREET	#512	US	FL	473478854	AVRA MEDICAL ROBOTICS, INC.	20160601	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 09:00:00.0	0	0	ea192244-8k_ssinnova_htm.xml	1					
0001213900-24-006718	1036848	MEGA MATRIX CORP.	6199	US	CA	BURLINGAME	94010	1440 CHAPIN AVE STE 310		6503401888	US	CA	BURLINGAME	94010	1440 CHAPIN AVENUE SUITE 310		US	DE	943263974	AEROCENTURY CORP	19970610	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 09:00:00.0	0	0	ea192253-8k_megamatrix_htm.xml	1					
0001213900-24-006719	1922858	ECD AUTOMOTIVE DESIGN, INC.	3711	US	MA	HINGHAM	02043	24 SHIPYARD DRIVE, SUITE 102		929-528-0767	US	MA	HINGHAM	02043	24 SHIPYARD DRIVE, SUITE 102		US	DE	000000000	EF HUTTON ACQUISITION CORP I	20220411	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 09:00:00.0	0	0	ea192238-8k_ecdauto_htm.xml	1					
0001213900-24-006728	767405	SB FINANCIAL GROUP, INC.	6022	US	OH	DEFIANCE	43512	401 CLINTON ST		4197838930	US	OH	DEFIANCE	43512	401 CLINTON STREET	PO BOX 467	US	OH	341395608	RURBAN FINANCIAL CORP	19920703	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 09:26:00.0	0	0	ea192225-8k_sbfinancial_htm.xml	1					
0001213900-24-006870	1098996	ORANCO INC	2080	US	NY	NEW YORK	10006	ONE LIBERTY PLAZA	SUITE 2310 PMB# 21	646-759-3614	US	NY	NEW YORK	10006	ONE LIBERTY PLAZA	SUITE 2310 PMB# 21	US	NV	870574491			4-NON	0	0630	S-1/A	20230930			20240126	2024-01-26 14:14:00.0	0	1	fs12024a5_orancoinc_htm.xml	1					
0001213900-24-006959	1448431	OPTIMIZERX CORP	7389	US	MA	WALTHAM	02453	260 CHARLES STREET	SUITE 302	248-651-6558	US	MA	WALTHAM	02453	260 CHARLES STREET	SUITE 302	US	NV	261265381			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:00:00.0	0	0	ea192296-8k_optimizerx_htm.xml	1					
0001213900-24-006969	1566826	LOGICMARK, INC.	3842	US	KY	LOUISVILLE	40299	2801 DIODE LANE		(502) 442-7911	US	KY	LOUISVILLE	40299	2801 DIODE LANE		US	NV	460678374	NXT-ID, INC.	20130111	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:06:00.0	0	0	ea192071-8k_logicmark_htm.xml	1					
0001213900-24-006970	1937987	FALCON'S BEYOND GLOBAL, INC.	7990	US	FL	ORLANDO	32835	6996 PIAZZA GRANDE AVENUE	SUITE 301	407-909-9350	US	FL	ORLANDO	32835	6996 PIAZZA GRANDE AVENUE	SUITE 301	US	DE	000000000	FALCONS BEYOND GLOBAL, INC.	20220713	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:06:00.0	0	0	ea192292-8k_falcons_htm.xml	1					
0001213900-24-006983	1939365	INSPIRE VETERINARY PARTNERS, INC.	0700	US	VA	VIRGINIA BEACH	23452	780 LYNNHAVEN PKWY #400		(757) 288-3088	US	VA	VIRGINIA BEACH	23452	780 LYNNHAVEN PKWY #400		US	NV	854359258			4-NON	0	1231	S-1/A	20230930			20240126	2024-01-26 16:16:00.0	0	1	ea191706-s1a1_inspire_htm.xml	1					
0001213900-24-006994	1806904	EZGO TECHNOLOGIES LTD.	3751	CN		WUJIN DISTRICT CHANGZHOU CITY	213164	BUIDLING A FLOOR 2		8651983683805	CN		WUJIN DISTRICT CHANGZHOU CITY	213164	BUIDLING A FLOOR 2		VG		000000000			4-NON	0	0930	20-F	20230930	2023	FY	20240126	2024-01-26 16:23:00.0	0	1	f20f2023_ezgotech_htm.xml	1					
0001213900-24-006998	1178727	COMSOVEREIGN HOLDING CORP.	3669	US	AZ	TUCSON	85750	6890 E. SUNRISE DRIVE	SUITE 120-506	206-796-0173	US	AZ	TUCSON	85750	6890 E. SUNRISE DRIVE	SUITE 120-506	US	NV	465538504	COMSOVEREIGN HOLDING CORP.	20200504	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:27:00.0	0	0	ea192308-8k_comsover_htm.xml	1					
0001213900-24-007006	1643953	PURPLE INNOVATION, INC.	2510	US	UT	LEHI	84043	4100 N. CHAPEL RIDGE RD	SUITE 200	801-756-2600	US	UT	LEHI	84043	4100 N. CHAPEL RIDGE RD	SUITE 200	US	DE	474078206	GLOBAL PARTNER ACQUISITION CORP.	20150602	2-ACC	0	1231	8-K	20240131			20240126	2024-01-26 16:32:00.0	0	0	ea192270-8k_purple_htm.xml	1					
0001213900-24-007021	1949712	CLIMATEROCK HOLDINGS LTD	6770	GB		LONDON	SW3 3DD	50 SLOANE AVENUE		442039540590	GB		LONDON	SW3 3DD	50 SLOANE AVENUE		KY		000000000	CLIMATEROCK HOLDINGS LIMITED	20221005		0	1231	F-4	20230930			20240126	2024-01-26 16:48:00.0	0	1	ff42024_climaterock_htm.xml	1					
0001213900-24-007026	1849820	NAUTICUS ROBOTICS, INC.	3569	US	TX	WEBSTER	77598	17146 FEATHERCRAFT LANE	SUITE 450	281-942-9069	US	TX	WEBSTER	77598	17146 FEATHERCRAFT LANE	SUITE 450	US	DE	000000000	CLEANTECH ACQUISITION CORP.	20210308	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:51:00.0	0	0	ea192278-8k425_nauticus_htm.xml	1					
0001213900-24-007033	1829322	SIZZLE ACQUISITION CORP.	6770	US	DC	WASHINGTON	20011	4201 GEORGIA AVE NW		2028460300	US	DC	WASHINGTON	20011	4201 GEORGIA AVE NW		US	DE	853418600			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 17:01:00.0	0	0	ea192276-8k425_sizzleacq_htm.xml	1					
0001213900-24-007063	1787518	NUKKLEUS INC.	8742	US	NJ	JERSEY CITY	07310	525 WASHINGTON BLVD		212-791-4663	US	NJ	JERSEY CITY	07310	525 WASHINGTON BLVD		US	DE	383912845	BRILLIANT ACQUISITION CORP	20190909	4-NON	0	0930	8-K	20240131			20240126	2024-01-26 17:16:00.0	0	0	ea192215-8k_nukkleus_htm.xml	1					
0001213900-24-007066	1593001	NIGHTFOOD HOLDINGS, INC.	2060	US	NY	TARRYTOWN	10591	500 WHITE PLAINS ROAD	SUITE 520	888-888-6444	US	NY	TARRYTOWN	10591	500 WHITE PLAINS ROAD	SUITE 520	US	NV	463885019			4-NON	0	0630	8-K	20240131			20240126	2024-01-26 17:20:00.0	1	0	ea192227-8k_nightfood_htm.xml	1					
0001213900-24-007068	1726711	ADITXT, INC.	2834	US	VA	RICHMOND	23219	737 N. FIFTH STREET, SUITE 200		909-488-0844	US	VA	RICHMOND	23219	737 N. FIFTH STREET, SUITE 200		US	DE	823204328	ADITX THERAPEUTICS, INC.	20201113	4-NON	0	1231	S-1/A	20230930			20240126	2024-01-26 17:24:00.0	0	1	ea192245-s1a1_aditxt_htm.xml	1					
0001213900-24-007069	1023994	SAFE & GREEN HOLDINGS CORP.	5030	US	NY	BROOKLYN	11201	195 MONTAGUE STREET, 14TH FLOOR		(646) 240-4235	US	NY	BROOKLYN	11201	195 MONTAGUE STREET, 14TH FLOOR		US	DE	954463937	SG BLOCKS, INC.	20111122	4-NON	0	1231	S-1	20230930			20240126	2024-01-26 17:27:00.0	0	1	ea192169-s1_safeandgreen_htm.xml	1					
0001214659-24-001239	733590	TRANSCONTINENTAL REALTY INVESTORS INC	6798	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	4695224200	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	US	NV	946565852	JOHNSTOWN CONSOLIDATED REALTY TRUST /CA/	19890815	4-NON	0	1231	8-K	20231231			20240126	2024-01-26 16:17:00.0	0	0	r1252408k_htm.xml	1					
0001214659-24-001241	1437491	RISKON INTERNATIONAL, INC.	7374	US	NV	LAS VEGAS	89141	11411 SOUTHERN HIGHLANDS PARKWAY	SUITE 240	(800) 762-7293	US	NV	LAS VEGAS	89141	11411 SOUTHERN HIGHLANDS PARKWAY	SUITE 240	US	NV	000000000	BITNILE METAVERSE, INC.	20230321	4-NON	0	0331	8-K	20240131			20240126	2024-01-26 16:30:00.0	0	0	e1252438k_htm.xml	1					
0001260221-24-000015	1260221	TRANSDIGM GROUP INC	3728	US	OH	CLEVELAND	44114	1301 EAST 9TH STREET	SUITE 3000	216 706 2960	US	OH	CLEVELAND	44114	1301 EAST 9TH STREET	SUITE 3000	US	DE	510484716	TD HOLDING CORP	20030818	1-LAF	0	0930	DEF 14A	20230930			20240126	2024-01-26 07:16:00.0	0	0	tdg-20240125_htm.xml	1					
0001276187-24-000004	1276187	ENERGY TRANSFER LP	4922	US	TX	DALLAS	75225	8111 WESTCHESTER DRIVE	SUITE 600	2149810700	US	TX	DALLAS	75225	8111 WESTCHESTER DRIVE	SUITE 600	US	DE	300108820	ENERGY TRANSFER EQUITY, L.P.	20050823	1-LAF	0	1231	8-K	20240131			20240126	2024-01-25 17:42:00.0	0	0	et-20240125_htm.xml	1					
0001280058-24-000007	1280058	BLACKBAUD INC	7372	US	SC	CHARLESTON	29492	65 FAIRCHILD STREET		843-216-6200	US	SC	CHARLESTON	29492	65 FAIRCHILD STREET		US	DE	112617163			1-LAF	0	1231	8-K	20240131			20240126	2024-01-26 16:28:00.0	0	0	blkb-20240126_htm.xml	1					
0001308179-24-000020	897723	SANMINA CORP	3672	US	CA	SAN JOSE	95134	2700 N FIRST ST		4089643500	US	CA	SAN JOSE	95134	2700 N FIRST ST		US	DE	770228183	SANMINA-SCI CORP	20020211	1-LAF	0	0930	DEF 14A	20240229			20240126	2024-01-26 16:31:00.0	0	0	sanm4245831-def14a_htm.xml	1					
0001314152-24-000013	1314152	JLL INCOME PROPERTY TRUST, INC.	6798	US	IL	CHICAGO	60606	333 WEST WACKER DRIVE		312-897-4000	US	IL	CHICAGO	60606	333 WEST WACKER DRIVE		US	MD	000000000	JONES LANG LASALLE INCOME PROPERTY TRUST, INC.	20111114	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 11:38:00.0	0	0	jllip-20240125_htm.xml	1					
0001331451-24-000020	1331451	FEDERAL HOME LOAN BANK OF CHICAGO	6111	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET	SUITE 501S	(312)565-5700	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET	SUITE 501S	US		000000000			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 15:17:00.0	0	0	fhlbc-20240126_htm.xml	1					
0001333493-24-000018	1333493	EHEALTH, INC.	6411	US	TX	AUSTIN	78717	13620 RANCH ROAD 620 N, SUITE A250		737-248-2340	US	TX	AUSTIN	78717	13620 RANCH ROAD 620 N, SUITE A250		US	DE	770470789			2-ACC	0	1231	8-K	20240131			20240126	2024-01-26 08:16:00.0	0	0	ehth-20240126_htm.xml	1					
0001371451-24-000009	1371451	HIGHWATER ETHANOL LLC	2860	US	MN	LAMBERTON	56152	24500 US HIGHWAY 14		507-752-6160	US	MN	LAMBERTON	56152	24500 US HIGHWAY 14				204798531			4-NON	0		8-K	20240131			20240126	2024-01-26 16:44:00.0	0	0	highwater-20240126_htm.xml	1					
0001383650-24-000005	1383650	CHENIERE ENERGY PARTNERS, L.P.	4924	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	(713) 375-5000	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	US	DE	205913059			1-LAF	0	1231	8-K	20240131			20240126	2024-01-26 08:34:00.0	0	0	cqp-20240126_htm.xml	1					
0001403161-24-000016	1403161	VISA INC.	7389	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		650-432-3200	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		US	DE	260267673	VISA INC.	20070614	1-LAF	0	0930	10-Q	20231231	2024	Q1	20240126	2024-01-25 18:18:00.0	0	1	v-20231231_htm.xml	1					
0001437749-24-002227	1813452	PLANET 13 HOLDINGS INC.	0100	US	NV	LAS VEGAS	89109	2548 WEST DESERT INN ROAD		702-815-1313	US	NV	LAS VEGAS	89118	4675 W. TECO AVE.	SUITE 250	CA	BC	832787199			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 07:44:00.0	0	0	plnh20240125_8k_htm.xml	1					
0001437749-24-002230	803578	WAVEDANCER, INC.	7372	US	VA	FAIRFAX	22033	12015 LEE JACKSON MEMORIAL HWY	SUITE 210	7033833000	US	VA	FAIRFAX	22033	12015 LEE JACKSON MEMORIAL HWY	SUITE 210	US	DE	541167364	INFORMATION ANALYSIS INC	19920703	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 08:08:00.0	0	0	wavd20240124_8k_htm.xml	1					
0001437749-24-002232	921183	HMN FINANCIAL INC	6035	US	MN	ROCHESTER	55901	1016 CIVIC CENTER DRIVE NORTHWEST		5075351200	US	MN	ROCHESTER	55901	1016 CIVIC CENTER DRIVE NW		US	DE	411777397			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 09:11:00.0	0	0	hmnf20240123_8k_htm.xml	1					
0001437749-24-002254	1303942	BANKFINANCIAL CORP	6035	US	IL	BURR RIDGE	60527	60 NORTH FRONTAGE ROAD		(800) 894-6900	US	IL	BURR RIDGE	60527	60 NORTH FRONTAGE ROAD				000000000			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 14:16:00.0	0	0	bfin20240124_8k_htm.xml	1					
0001437749-24-002284	1616262	ROCKY MOUNTAIN CHOCOLATE FACTORY, INC.	2060	US	CO	DURANGO	80202	265 TURNER DRIVE		(970) 259-0554	US	CO	DURANGO	80202	265 TURNER DRIVE		US	DE	471535633	ROCKY MOUNTAIN BRANDS, INC.	20140808	4-NON	0	0229	8-K	20240131			20240126	2024-01-26 16:16:00.0	0	0	rmcfd20240125_8k_htm.xml	1					
0001437749-24-002287	1761312	PALOMAR HOLDINGS, INC.	6331	US	CA	LA JOLLA	92037	7979 IVANHOE AVENUE	SUITE 500	619-567-5290	US	CA	LA JOLLA	92037	7979 IVANHOE AVENUE	SUITE 500	US	DE	000000000	GC PALOMAR HOLDINGS	20181211	1-LAF	0	1231	8-K	20240131			20240126	2024-01-26 16:17:00.0	0	0	plmr20240126_8k_htm.xml	1					
0001437749-24-002301	1460329	FLUENT, INC.	7310	US	NY	NEW YORK	10282	300 VESEY STREET	9TH FLOOR	6466697272	US	NY	NEW YORK	10282	300 VESEY STREET	9TH FLOOR	US	DE	770688094	COGINT, INC.	20160923	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 17:17:00.0	0	0	flnt20240126_8k_htm.xml	1					
0001437749-24-002304	1506928	AVINGER INC	3841	US	CA	REDWOOD CITY	94063	400 CHESAPEAKE DRIVE		650-363-2400	US	CA	REDWOOD CITY	94063	400 CHESAPEAKE DRIVE		US	DE	208873453			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 17:21:00.0	0	0	avgr20240125_8k_htm.xml	1					
0001443646-24-000009	1443646	BOOZ ALLEN HAMILTON HOLDING CORP	8742	US	VA	MCLEAN	22102	8283 GREENSBORO DRIVE		703-902-5000	US	VA	MCLEAN	22102	8283 GREENSBORO DRIVE		US	DE	000000000	EXPLORER HOLDING CORP	20080821	1-LAF	0	0331	8-K	20240131			20240126	2024-01-26 06:51:00.0	0	0	bah-20240126_htm.xml	1					
0001443646-24-000010	1443646	BOOZ ALLEN HAMILTON HOLDING CORP	8742	US	VA	MCLEAN	22102	8283 GREENSBORO DRIVE		703-902-5000	US	VA	MCLEAN	22102	8283 GREENSBORO DRIVE		US	DE	000000000	EXPLORER HOLDING CORP	20080821	1-LAF	0	0331	10-Q	20231231	2024	Q3	20240126	2024-01-26 06:52:00.0	0	1	bah-20231231_htm.xml	1					
0001473844-24-000005	1473844	STELLAR BANCORP, INC.	6021	US	TX	HOUSTON	77046	9 GREENWAY PLAZA, SUITE 110		(713) 210-7600	US	TX	HOUSTON	77046	9 GREENWAY PLAZA, SUITE 110		US	TX	208339782	STELLAR BANCORP. INC.	20221003	2-ACC	0	1231	8-K	20240131			20240126	2024-01-26 07:01:00.0	0	0	stel-20240126_htm.xml	1					
0001477932-24-000395	1231339	ASTRA ENERGY, INC.	4911	US	CA	SAN DIEGO	92121	9565 WAPLES STREET	SUITE 200	800-705-2919	US	CA	SAN DIEGO	92121	9565 WAPLES STREET	SUITE 200	US	NV	203113571	OCEAN SMART, INC.	20090413	4-NON	0	0831	10-K/A	20230831	2023	FY	20240126	2024-01-26 11:11:00.0	0	1	asre_10ka_htm.xml	1		22131991.00	20230228		1
0001477932-24-000418	1809750	EDIBLE GARDEN AG INC	0100	US	NJ	BELVIDERE	07823	283 COUNTY ROAD 519		908-750-3953	US	NJ	BELVIDERE	07823	283 COUNTY ROAD 519		US	DE	850558704	EDIBLE GARDEN INC	20200415	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:15:00.0	0	0	edbl_8k_htm.xml	1					
0001490906-24-000008	1490906	CAPITOL FEDERAL FINANCIAL, INC.	6035	US	KS	TOPEKA	66603	700 S KANSAS AVENUE		785-235-1341	US	KS	TOPEKA	66603	700 S KANSAS AVENUE		US	MD	000000000	CAPITOL FEDERAL FINANCIAL INC	20100503	1-LAF	0	0930	8-K	20240131			20240126	2024-01-26 12:30:00.0	0	0	cffn-20240123_htm.xml	1					
0001493152-24-003832	1830696	GLOBAL LEADERS CORP	8742	HK		WANCHAI	0000000000	UNITS 2613-18, 26/F., SHUI ON CENTRE	6-8 HARBOUR ROAD	(852)81023633	HK		WANCHAI	0000000000	UNITS 2613-18, 26/F., SHUI ON CENTRE	6-8 HARBOUR ROAD	US	NV	000000000			4-NON	0	1031	10-K	20231031	2023	FY	20240126	2024-01-26 06:16:00.0	0	1	form10-k_htm.xml	1		0.00	20230430		1
0001493152-24-003837	1829247	BULLFROG AI HOLDINGS, INC.	2834	US	MD	GAITHERSBURG	20878	325 ELLINGTON BLVD.	UNIT 317	3013672055	US	MD	GAITHERSBURG	20878	325 ELLINGTON BLVD.	UNIT 317	US	NV	844786155			4-NON	0	1231	8-K	20240131			20240126	2024-01-26 07:58:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003838	1504167	TIMBER PHARMACEUTICALS, INC.	2834	US	NJ	WARREN	07059	3 MOUNTAINVIEW ROAD, SUITE 100		(917) 697-3130	US	NJ	WARREN	07059	3 MOUNTAINVIEW ROAD, SUITE 100		US	DE	593843182	BIOPHARMX CORP	20140304	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 08:01:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003841	752642	UMH PROPERTIES, INC.	6798	US	NJ	FREEHOLD	07728	3499 ROUTE 9 N, SUITE 3-C	JUNIPER BUSINESS PLAZA	7325779997	US	NJ	FREEHOLD	07728	3499 ROUTE 9 N, SUITE 3-C	JUNIPER BUSINESS PLAZA	US	MD	221890929	UNITED MOBILE HOMES INC	19920703	1-LAF	0	1231	8-K	20240131			20240126	2024-01-26 09:00:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003849	1534708	EASTSIDE DISTILLING, INC.	2080	US	OR	PORTLAND	97211	2321 NE ARGYLE STREET	UNIT D	971-888-4264	US	OR	PORTLAND	97211	2321 NE ARGYLE STREET	UNIT D	US	NV	203937596	EUROCAN HOLDINGS LTD.	20111110	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 10:55:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003910	1467761	MINIM, INC.	3661	US	NH	MANCHESTER	03101	848 ELM STREET		833-966-4646	US	NH	MANCHESTER	03101	848 ELM STREET		US	DE	042621506	ZOOM TELEPHONICS, INC.	20090707	4-NON	0	1231	8-K/A	20240131			20240126	2024-01-26 14:37:00.0	0	0	form8-ka_htm.xml	1					
0001493152-24-003937	1527613	NUZEE, INC.	5900	US	TX	RICHARDSON	75081	1350 EAST ARAPAHO ROAD	SUITE #230	(760) 295-2408	US	TX	RICHARDSON	75081	1350 EAST ARAPAHO ROAD	SUITE #230	US	NV	383849791	HAVANA FURNISHINGS INC.	20110815	4-NON	0	0930	8-K	20240131			20240126	2024-01-26 16:00:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003948	64463	SOLUNA HOLDINGS, INC	6199	US	NY	ALBANY	12205	325 WASHINGTON AVENUE EXTENSION		518-218-2500	US	NY	ALBANY	12205	325 WASHINGTON AVENUE EXTENSION		US	NV	141462255	MECHANICAL TECHNOLOGY INC	19920703	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:12:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003954	1117228	MASS MEGAWATTS WIND POWER INC	4991	US	MA	WORCESTER	01610	523 SOUTHBRIDGE STREET	WORCESTER	508-942-3531	US	MA	SHREWSBURY	01606	119 BOSTON TURNPIKE #290		US	MA	043402789	MASS MEGAWATTS  WIND POWER INC	20010307	4-NON	0	0430	8-K	20240131			20240126	2024-01-26 16:20:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003962	1857855	FINNOVATE ACQUISITION CORP.	6770	US	DE	WILMINGTON	19801	1007 N ORANGE ST. 10TH FLOOR		972 54 463 8585	US	DE	WILMINGTON	19801	1007 N ORANGE ST. 10TH FLOOR		KY		981592968	FINNOVATE ACQUISITION CORP	20210420	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:46:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003964	1473334	NOVA LIFESTYLE, INC.	2510	US	CA	COMMERCE	90040	6565 E. WASHINGTON BLVD.		(323) 888-9999	US	CA	COMMERCE	90040	6565 E. WASHINGTON BLVD.		US	NV	270991837	STEVENS RESOURCES, INC.	20090929	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 16:46:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003973	1725430	INTELLIGENT BIO SOLUTIONS INC.	3841	US	NY	NEW YORK	10019	142 WEST 57TH ST FL11		646-233-6971	US	NY	NEW YORK	10019	142 WEST 57TH ST FL11		US	DE	821512711	GBS INC.	20190919	4-NON	0	0630	8-K	20240131			20240126	2024-01-26 17:06:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003984	1401914	DARE BIOSCIENCE, INC.	2834	US	CA	SAN DIEGO	92122	3655 NOBEL DRIVE	SUITE 260	858-926-7655	US	CA	SAN DIEGO	92122	3655 NOBEL DRIVE	SUITE 260	US	DE	204139823	CERULEAN PHARMA INC.	20090714	4-NON	0	1231	8-K	20240131			20240126	2024-01-26 17:15:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-003988	1912498	SCRIPPS SAFE, INC.	7372	US	FL	NAPLES	34108	9051 TAMIAMI TRAIL N	SUITE 201	8444723379	US	FL	NAPLES	34108	9051 TAMIAMI TRAIL N	SUITE 201	US	DE	880611514			4-NON	0	1231	S-1/A	20230930			20240126	2024-01-26 17:20:00.0	0	1	forms-1a_htm.xml	1					
